year,month,day,no-voie,b/t/q,type-de-voie,voie,code-postal,type-local,surface-terrain,surface-reelle-bati,nombre-pieces-principales
2023,1,19,5916,NAN,NAN,LA BECHERAIS,22640,Maison,1120.0,70.0,3
2023,1,18,7,NAN,RUE,DU CHAPITRE,22000,Appartement,0.0,75.0,4
2023,1,20,7,B,RUE,DU PARADIS,22960,Maison,646.0,134.0,4
2023,1,17,9029,NAN,RES,KREIZ KER BRAS,22700,Appartement,0.0,21.0,1
2023,1,17,1,NAN,RUE,ANTOINE BOURDELLE,22000,Maison,408.0,112.0,4
2023,1,20,5766,NAN,NAN,LA GROTTE,22120,Maison,832.0,66.0,4
2023,1,19,10,NAN,RUE,DU COUCOU,22000,Appartement,0.0,78.0,4
2023,1,17,3,NAN,RUE,DES HAUTES RIVIERES MAROUE,22400,Appartement,0.0,75.0,3
2023,1,20,2,NAN,RUE,SGT BEZIERS LAFOSSE,22000,Appartement,0.0,47.0,2
2023,1,23,10,NAN,RUE,DE LA VILLE - PLESSIX,22440,Maison,849.0,191.0,7
2023,1,23,10,NAN,RUE,DE LA VILLE - PLESSIX,22440,Maison,487.0,191.0,7
2023,1,6,1,NAN,ALL,DES PORTIQUES,22240,Maison,1092.0,85.0,4
2023,1,17,5,NAN,RUE,VICTOR HUGO,22000,Appartement,308.0,113.0,5
2023,1,17,5,NAN,RUE,VICTOR HUGO,22000,Appartement,308.0,49.0,2
2023,1,20,15,NAN,RTE,DE QUENECAN,22530,Maison,614.0,116.0,6
2023,1,20,3,NAN,RUE,DE LA VILLETTE,22440,Maison,132.0,124.0,4
2023,1,18,6,NAN,RUE,DU DOCTEUR LAMAZE,22000,Maison,1092.0,114.0,6
2023,1,3,12,NAN,BD,DU GEN DE GAULLE,22410,Appartement,0.0,40.0,2
2023,1,17,2,NAN,RUE,DU PORT PORS EVEN,22620,Maison,408.0,133.0,4
2023,1,20,5414,NAN,NAN,LA VILLE BOINET,22330,Maison,940.0,126.0,6
2023,1,20,5414,NAN,NAN,LA VILLE BOINET,22330,Maison,11420.0,126.0,6
2023,1,10,11,NAN,RUE,DE LA GARDE,22400,Appartement,498.0,72.0,3
2023,1,10,11,NAN,RUE,DE LA GARDE,22400,Appartement,498.0,35.0,1
